title,authors,categories,average_rating,ratings_count,combined_features
Making a Change for Good,Cheri Huber,Philosophy,3.92,291.0,Making a Change for Good Cheri Huber Philosophy
The Art of War,Sun-Tzu;Sunzi,Philosophy,3.97,214954.0,The Art of War Sun-Tzu;Sunzi Philosophy
Writing Down the Bones,Natalie Goldberg,Self-Help,4.18,20991.0,Writing Down the Bones Natalie Goldberg Self-Help
Fablehaven,Brandon Mull,Juvenile Fiction,4.09,111896.0,Fablehaven Brandon Mull Juvenile Fiction
The Dream Giver,Bruce Wilkinson,Religion,4.25,4725.0,The Dream Giver Bruce Wilkinson Religion
The Treasure Principle,Randy Alcorn,Religion,4.13,3892.0,The Treasure Principle Randy Alcorn Religion
The Blazing Center Study Guide,John Piper;Desiring God,Religion,4.28,18.0,The Blazing Center Study Guide John Piper;Desiring God Religion
Reluctant Burglar,Jill Elizabeth Nelson,Fiction,3.67,173.0,Reluctant Burglar Jill Elizabeth Nelson Fiction
Reluctant Runaway,Jill Elizabeth Nelson,Fiction,3.7,90.0,Reluctant Runaway Jill Elizabeth Nelson Fiction
Sense and Sensuality,Ravi Zacharias,Religion,3.93,501.0,Sense and Sensuality Ravi Zacharias Religion
Effigies,Mary Anna Evans,Fiction,4.02,429.0,Effigies Mary Anna Evans Fiction
Complete Guide to OneNote,Scott Zimmerman,Computers,4.25,4.0,Complete Guide to OneNote Scott Zimmerman Computers
Joel on Software,Avram Joel Spolsky,Computers,4.1,2888.0,Joel on Software Avram Joel Spolsky Computers
The Career Programmer,Christopher Duncan,Computers,3.13,36.0,The Career Programmer Christopher Duncan Computers
Bull Halsey,Elmer Belmont Potter,Biography & Autobiography,4.16,55.0,Bull Halsey Elmer Belmont Potter Biography & Autobiography
Inuyasha Ani-Manga,Rumiko Takahashi,Comics & Graphic Novels,4.36,5787.0,Inuyasha Ani-Manga Rumiko Takahashi Comics & Graphic Novels
Nausicaä of the Valley of the Wind,Hayao Miyazaki,Comics & Graphic Novels,4.61,1637.0,Nausicaä of the Valley of the Wind Hayao Miyazaki Comics & Graphic Novels
Vagabond,Takehiko Inoue,Comics & Graphic Novels,4.41,465.0,Vagabond Takehiko Inoue Comics & Graphic Novels
Hardball,George Stalk;Robert Lachenauer;John Butman,Business & Economics,3.49,82.0,Hardball George Stalk;Robert Lachenauer;John Butman Business & Economics
Crash Course in Web Design for Libraries,Charles P. Rubenstein,Computers,2.67,9.0,Crash Course in Web Design for Libraries Charles P. Rubenstein Computers
Demon Diary,Kara Lim;Lee Yun Hee,Comics & Graphic Novels,4.11,1156.0,Demon Diary Kara Lim;Lee Yun Hee Comics & Graphic Novels
Crescent Moon,Haruko Iida,Comics & Graphic Novels,4.22,270.0,Crescent Moon Haruko Iida Comics & Graphic Novels
$30 Film School,Michael Wareham Dean,Computers,3.52,29.0,$30 Film School Michael Wareham Dean Computers
Tuf Voyaging,George R. R. Martin,Fiction,4.09,61.0,Tuf Voyaging George R. R. Martin Fiction
The Canterville Ghost,Oscar Wilde,Fiction,3.89,80.0,The Canterville Ghost Oscar Wilde Fiction
The Greatest Sailing Stories Ever Told,Christopher Caswell,Sports & Recreation,3.63,47.0,The Greatest Sailing Stories Ever Told Christopher Caswell Sports & Recreation
"From Baghdad, with Love",Jay Kopelman;Melinda Roth,History,4.11,6245.0,"From Baghdad, with Love Jay Kopelman;Melinda Roth History"
"Here, There and Everywhere",Geoff Emerick;Howard Massey,Biography & Autobiography,4.25,4205.0,"Here, There and Everywhere Geoff Emerick;Howard Massey Biography & Autobiography"
Natural Theology,Emil Brunner;Karl Barth,Religion,3.73,89.0,Natural Theology Emil Brunner;Karl Barth Religion
LogoLounge,Bill Gardner;Catharine Fishel,Design,3.96,27.0,LogoLounge Bill Gardner;Catharine Fishel Design
The Complete Idiot's Guide to World Religions,Brandon Toropov;Luke Buckles,Religion,3.66,159.0,The Complete Idiot's Guide to World Religions Brandon Toropov;Luke Buckles Religion
Drop the Rock,Bill P.;Todd W.;Sara S.,Self-Help,4.45,857.0,Drop the Rock Bill P.;Todd W.;Sara S. Self-Help
Angels and Demons,Craig Thompson,Comics & Graphic Novels,3.52,46.0,Angels and Demons Craig Thompson Comics & Graphic Novels
Hellsing,Kohta Hirano,Comics & Graphic Novels,4.29,2518.0,Hellsing Kohta Hirano Comics & Graphic Novels
Star Wars: Clone Wars Volume 6: On the Fields of Battle,John Ostrander;Jan Duursema;Dan Parsons; Brad Anderson; Tomas Giorello,Comics & Graphic Novels,4.04,463.0,Star Wars: Clone Wars Volume 6: On the Fields of Battle John Ostrander;Jan Duursema;Dan Parsons; Brad Anderson; Tomas Giorello Comics & Graphic Novels
Star Wars: Empire Volume 5,Various,Comics & Graphic Novels,3.51,128.0,Star Wars: Empire Volume 5 Various Comics & Graphic Novels
"Star Wars: Clone Wars Volume 8: The Last Siege, The Final Truth",John Ostrander;Jan Duursema;Dan Parsons; Brad Anderson; Tom√É¬•s Giorello,Comics & Graphic Novels,4.09,398.0,"Star Wars: Clone Wars Volume 8: The Last Siege, The Final Truth John Ostrander;Jan Duursema;Dan Parsons; Brad Anderson; Tom√É¬•s Giorello Comics & Graphic Novels"
Eden,Hiroki Endo,Comics & Graphic Novels,4.2,405.0,Eden Hiroki Endo Comics & Graphic Novels
Museum of Terror,Junji Ito,Comics & Graphic Novels,4.09,1399.0,Museum of Terror Junji Ito Comics & Graphic Novels
Conan and the Demons of Khitai,Akira Yoshida;Paul Lee;Robert Ervin Howard;Pat Lee,Comics & Graphic Novels,3.3,121.0,Conan and the Demons of Khitai Akira Yoshida;Paul Lee;Robert Ervin Howard;Pat Lee Comics & Graphic Novels
Star Wars: Clone Wars Volume 9: Endgame,John Ostrander;Welles Hartley;Jan Duursema; Doug Wheatley; Dan Parsons; Brad Anderson; Chris Chuckry; Tomas Giorello,Comics & Graphic Novels,4.11,391.0,Star Wars: Clone Wars Volume 9: Endgame John Ostrander;Welles Hartley;Jan Duursema; Doug Wheatley; Dan Parsons; Brad Anderson; Chris Chuckry; Tomas Giorello Comics & Graphic Novels
Star Wars: OmnibusXWing Rogue Squadron Vol. 2,Various,Comics & Graphic Novels,3.87,300.0,Star Wars: OmnibusXWing Rogue Squadron Vol. 2 Various Comics & Graphic Novels
Star Wars: Empire Volume 6 In The Shadows of Their Fathers,Thomas Andrews;Scott Allie;Adriana Melo; Michael LaCombe; Joe Corroney,Comics & Graphic Novels,3.71,116.0,Star Wars: Empire Volume 6 In The Shadows of Their Fathers Thomas Andrews;Scott Allie;Adriana Melo; Michael LaCombe; Joe Corroney Comics & Graphic Novels
Star Wars: Knights of the Old Republic Vol. 1--Commencement,John Jackson Miller;Brian Ching;Travel Foreman; Travis Charest,Comics & Graphic Novels,4.07,1723.0,Star Wars: Knights of the Old Republic Vol. 1--Commencement John Jackson Miller;Brian Ching;Travel Foreman; Travis Charest Comics & Graphic Novels
Facts in the Case of the Departure of Miss Finch HC,Neil Gaiman;Michael Zulli,Comics & Graphic Novels,3.55,1934.0,Facts in the Case of the Departure of Miss Finch HC Neil Gaiman;Michael Zulli Comics & Graphic Novels
Star Wars: Empire Volume 7--The Wrong Side of the War,Welles Hartley;Davide Fabbri;Christian DallaVecchia; David Michael Beck,Comics & Graphic Novels,3.8,103.0,Star Wars: Empire Volume 7--The Wrong Side of the War Welles Hartley;Davide Fabbri;Christian DallaVecchia; David Michael Beck Comics & Graphic Novels
Devil by the Deed,Matt Wagner;Rich Rankin,Comics & Graphic Novels,4.08,521.0,Devil by the Deed Matt Wagner;Rich Rankin Comics & Graphic Novels
Ward No. 6 and Other Stories,Anton Pavlovich Chekhov,Fiction,4.32,6805.0,Ward No. 6 and Other Stories Anton Pavlovich Chekhov Fiction
Moby-Dick,Herman Melville,Fiction,3.49,1165.0,Moby-Dick Herman Melville Fiction
Main Street,Sinclair Lewis,Fiction,3.76,283.0,Main Street Sinclair Lewis Fiction
Uncle Tom's Cabin,Harriet Beecher Stowe,Fiction,3.86,490.0,Uncle Tom's Cabin Harriet Beecher Stowe Fiction
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,Fiction,4.01,829.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories Robert Louis Stevenson Fiction
The Essential Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,Literary Collections,4.36,65137.0,The Essential Tales and Poems of Edgar Allan Poe Edgar Allan Poe Literary Collections
The Complete Sherlock Holmes: Some personalia about Mr. Sherlock Holmes,Sir Arthur Conan Doyle,"Detective and mystery stories, English",4.49,946.0,"The Complete Sherlock Holmes: Some personalia about Mr. Sherlock Holmes Sir Arthur Conan Doyle Detective and mystery stories, English"
Essential Dialogues of Plato,Plato,Philosophy,4.05,4731.0,Essential Dialogues of Plato Plato Philosophy
... The Circulation,Benjamin W. Ussery,Fiction,4.25,1563.0,... The Circulation Benjamin W. Ussery Fiction
The Sillymarillion,D. R. Lloyd,Fiction,3.65,23.0,The Sillymarillion D. R. Lloyd Fiction
The Soloist,Nicholas Christopher,Fiction,3.27,54.0,The Soloist Nicholas Christopher Fiction
The Nature of Play,Anthony D. Pellegrini;Peter K. Smith,Psychology,4.25,4.0,The Nature of Play Anthony D. Pellegrini;Peter K. Smith Psychology
Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner;Sharon Vaughn;Alison Boardman,Education,3.77,22.0,Teaching Reading Comprehension to Students with Learning Difficulties Janette K. Klingner;Sharon Vaughn;Alison Boardman Education
Seabiscuit,B. K. Beckwith,Biography & Autobiography,4.46,22.0,Seabiscuit B. K. Beckwith Biography & Autobiography
The War of the World,Niall Ferguson,History,4.04,1968.0,The War of the World Niall Ferguson History
The Brief and Frightening Reign of Phil,George Saunders,Fiction,3.7,4923.0,The Brief and Frightening Reign of Phil George Saunders Fiction
Plan B,Anne Lamott,Biography & Autobiography,4.06,18609.0,Plan B Anne Lamott Biography & Autobiography
The Portrait,Iain Pears,Fiction,3.45,1347.0,The Portrait Iain Pears Fiction
The Kite Runner,Khaled Hosseini,Fiction,4.28,5241.0,The Kite Runner Khaled Hosseini Fiction
A Long Way Down,Nick Hornby,Fiction,3.42,63741.0,A Long Way Down Nick Hornby Fiction
Everything Bad is Good for You,Steven Johnson,Psychology,3.49,3939.0,Everything Bad is Good for You Steven Johnson Psychology
The Ghost Map,Steven Johnson,History,3.91,30268.0,The Ghost Map Steven Johnson History
Grace (eventually),Anne Lamott,Religion,3.98,13718.0,Grace (eventually) Anne Lamott Religion
Legend Of The Five Rings,Rich Wulf;Shawn Carman;Seth Mason,Games,3.78,165.0,Legend Of The Five Rings Rich Wulf;Shawn Carman;Seth Mason Games
How to be a Perfect Stranger,Stuart M. Matlins;Arthur J. Magida,Reference,3.96,114.0,How to be a Perfect Stranger Stuart M. Matlins;Arthur J. Magida Reference
"Live Rich, Die Broke",Stephen M. Pollan,"Finance, Personal",3.29,14.0,"Live Rich, Die Broke Stephen M. Pollan Finance, Personal"
New Rules,Bill Maher,Humor,3.71,4964.0,New Rules Bill Maher Humor
An Inconvenient Truth,Al Gore,Science,3.76,5615.0,An Inconvenient Truth Al Gore Science
So Yesterday,Scott Westerfeld,Juvenile Fiction,3.58,10282.0,So Yesterday Scott Westerfeld Juvenile Fiction
Diabolo,Kaoru Ohashi;Kei Kusunoki,Comics & Graphic Novels,3.44,203.0,Diabolo Kaoru Ohashi;Kei Kusunoki Comics & Graphic Novels
RG Veda,Clamp,Comics & Graphic Novels,3.72,785.0,RG Veda Clamp Comics & Graphic Novels
Dragon Head,Minetaro Mochizuki,Comics & Graphic Novels,3.69,794.0,Dragon Head Minetaro Mochizuki Comics & Graphic Novels
"Teleny, Or, The Reverse of the Medal",Oscar Wilde,Fiction,3.68,932.0,"Teleny, Or, The Reverse of the Medal Oscar Wilde Fiction"
Vampire Hunter D Volume 1,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels,3.98,3782.0,Vampire Hunter D Volume 1 Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy Comics & Graphic Novels
Vampire Hunter D Volume 2: Raiser of Gales,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels,3.87,1733.0,Vampire Hunter D Volume 2: Raiser of Gales Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy Comics & Graphic Novels
Vampire Hunter D Volume 3: Demon Deathase,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels,4.02,1478.0,Vampire Hunter D Volume 3: Demon Deathase Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy Comics & Graphic Novels
Coffin,Yoshitaka Amano;Robert Simpson,Art,4.58,588.0,Coffin Yoshitaka Amano;Robert Simpson Art
Tale of Genji,Yoshitaka Amano,Art,4.06,462.0,Tale of Genji Yoshitaka Amano Art
Ju-on,Kei Ōishi;Joe Swift,Fiction,3.84,331.0,Ju-on Kei Ōishi;Joe Swift Fiction
Vampire Hunter D Volume 4: Tale of the Dead Town,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels,3.92,1137.0,Vampire Hunter D Volume 4: Tale of the Dead Town Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy Comics & Graphic Novels
Vampire Hunter D Volume 5: The Stuff of Dreams,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels,3.99,1064.0,Vampire Hunter D Volume 5: The Stuff of Dreams Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy Comics & Graphic Novels
Vampire Hunter D Volume 6: Pilgrimage of the Sacred,Hideyuki Kikuchi;Yoshitaka Amano,Comics & Graphic Novels,4.11,822.0,Vampire Hunter D Volume 6: Pilgrimage of the Sacred Hideyuki Kikuchi;Yoshitaka Amano Comics & Graphic Novels
"Vampire Hunter D Volume 7: Mysterious Journey to the North Sea, Part 1",Hideyuki Kikuchi;Yoshitaka Amano,Comics & Graphic Novels,4.27,1042.0,"Vampire Hunter D Volume 7: Mysterious Journey to the North Sea, Part 1 Hideyuki Kikuchi;Yoshitaka Amano Comics & Graphic Novels"
Inside Job,Connie Willis,Fiction,3.66,1398.0,Inside Job Connie Willis Fiction
Hard Candy,Angela Knight;Sheri Gilmore;Morgan Hawke,Fiction,4.0,554.0,Hard Candy Angela Knight;Sheri Gilmore;Morgan Hawke Fiction
Side Effects,Amy Goldman Koss,Juvenile Fiction,3.87,889.0,Side Effects Amy Goldman Koss Juvenile Fiction
Active Literacy Across the Curriculum,Heidi Hayes Jacobs,Education,3.94,31.0,Active Literacy Across the Curriculum Heidi Hayes Jacobs Education
Sherlock Holmes and the Case of the Hound of the Baskervilles,Arthur Conan Doyle;Malvina G. Vogel,Juvenile Fiction,4.51,28.0,Sherlock Holmes and the Case of the Hound of the Baskervilles Arthur Conan Doyle;Malvina G. Vogel Juvenile Fiction
Roger Zelazny's To Rule in Amber,John Gregory Betancourt,Fiction,3.75,730.0,Roger Zelazny's To Rule in Amber John Gregory Betancourt Fiction
Undead and Unwed,MaryJanice Davidson,Fiction,3.82,89.0,Undead and Unwed MaryJanice Davidson Fiction
Undead and Unappreciated,MaryJanice Davidson,Fiction,3.88,67.0,Undead and Unappreciated MaryJanice Davidson Fiction
The Algebraist,Iain M. Banks,Fiction,4.01,14737.0,The Algebraist Iain M. Banks Fiction
LOVE MODE Volume 1: (Yaoi),Yuki Shimizu,Comics & Graphic Novels,3.92,1401.0,LOVE MODE Volume 1: (Yaoi) Yuki Shimizu Comics & Graphic Novels
LOVE MODE Volume 2: (Yaoi),Yuki Shimizu,Comics & Graphic Novels,4.24,742.0,LOVE MODE Volume 2: (Yaoi) Yuki Shimizu Comics & Graphic Novels
LOVE MODE Volume 5: (Yaoi),Yuki Shimizu,Comics & Graphic Novels,4.32,569.0,LOVE MODE Volume 5: (Yaoi) Yuki Shimizu Comics & Graphic Novels
Tramps Like Us,Yayoi Ogawa,Comics & Graphic Novels,4.38,488.0,Tramps Like Us Yayoi Ogawa Comics & Graphic Novels
Shout Out Loud! Volume 5: (Yaoi),Satosumi Takaguchi,Comics & Graphic Novels,3.95,82.0,Shout Out Loud! Volume 5: (Yaoi) Satosumi Takaguchi Comics & Graphic Novels
"BLOOD SUCKER Volume 1: Legend of ""Zipangu""",Saki Okuse;Aki Shimizu,Comics & Graphic Novels,3.2,49.0,"BLOOD SUCKER Volume 1: Legend of ""Zipangu"" Saki Okuse;Aki Shimizu Comics & Graphic Novels"
Seikai: Crest of the Stars Volume 2: A Modest War,Morioka Hiroyuki,Comics & Graphic Novels,4.1,129.0,Seikai: Crest of the Stars Volume 2: A Modest War Morioka Hiroyuki Comics & Graphic Novels
Seikai: Crest of the Stars Volume 3: Return to a Strange World,Morioka Hiroyuki,Comics & Graphic Novels,4.21,125.0,Seikai: Crest of the Stars Volume 3: Return to a Strange World Morioka Hiroyuki Comics & Graphic Novels
Trinity Blood,Sunao Yoshida;Beni Axia Conrad;Christine Boylan,Comics & Graphic Novels,4.11,4926.0,Trinity Blood Sunao Yoshida;Beni Axia Conrad;Christine Boylan Comics & Graphic Novels
"Twelve Kingdoms, The - Hardcover Edition Volume 1: Sea of Shadow",Fuyumi Ono;Akihiro Yamada;Alexander O. Smith,Comics & Graphic Novels,4.21,2430.0,"Twelve Kingdoms, The - Hardcover Edition Volume 1: Sea of Shadow Fuyumi Ono;Akihiro Yamada;Alexander O. Smith Comics & Graphic Novels"
The Drift House,Dale Peck,Juvenile Fiction,3.64,595.0,The Drift House Dale Peck Juvenile Fiction
Naughty Little Secret,Shelley Bradley,Fiction,3.73,2270.0,Naughty Little Secret Shelley Bradley Fiction
The Great and Secret Show,Chris Ryall,Comics & Graphic Novels,4.22,17047.0,The Great and Secret Show Chris Ryall Comics & Graphic Novels
Vegas Bites,L. A. Banks;J. M. Jeffries;Seressia Glass;Natalie Dunbar,Fiction,4.11,193.0,Vegas Bites L. A. Banks;J. M. Jeffries;Seressia Glass;Natalie Dunbar Fiction
Australia and New Zealand on a Shoestring,Paul Smitz,Travel,4.04,25.0,Australia and New Zealand on a Shoestring Paul Smitz Travel
Australia,Paul Smitz;Carolyn Bain;Sandra Bao;Susannah Farfor,Travel,4.02,43.0,Australia Paul Smitz;Carolyn Bain;Sandra Bao;Susannah Farfor Travel
Cuba : Brendan Sainsbury,Brendan Sainsbury,Travel,3.91,59.0,Cuba : Brendan Sainsbury Brendan Sainsbury Travel
Switzerland,Damien Simonis;Sarah Johnstone;Nicola Williams,Travel,3.82,51.0,Switzerland Damien Simonis;Sarah Johnstone;Nicola Williams Travel
West Africa,Anthony Ham;James Bainbridge,Travel,3.69,27.0,West Africa Anthony Ham;James Bainbridge Travel
Amsterdam,Andrew Bender,Travel,3.87,16.0,Amsterdam Andrew Bender Travel
Japan,Chris Rowthorn,Travel,4.04,707.0,Japan Chris Rowthorn Travel
London,Martin Hughes;Sarah Johnstone;Tom Masters,Travel,4.02,62.0,London Martin Hughes;Sarah Johnstone;Tom Masters Travel
Ecuador & the Galápagos Islands,Danny Palmerlee;Michael Grosberg;Carolyn McCarthy,Travel,3.87,64.0,Ecuador & the Galápagos Islands Danny Palmerlee;Michael Grosberg;Carolyn McCarthy Travel
Eastern Europe,Tom Masters,Travel,3.89,62.0,Eastern Europe Tom Masters Travel
Europe on a Shoestring,Sarah Johnstone,Travel,4.05,357.0,Europe on a Shoestring Sarah Johnstone Travel
Plain Truth,Jodi Picoult,Amish,3.97,189.0,Plain Truth Jodi Picoult Amish
The Perfume Factory,Alex Austin,Fiction,4.33,9.0,The Perfume Factory Alex Austin Fiction
The Complete Novels of Jane Austen,Jane Austen,England,4.55,924.0,The Complete Novels of Jane Austen Jane Austen England
The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,Fiction,4.1,305.0,The Death of Ivan Ilyich and Other Stories Leo Tolstoy Fiction
Planet of the Apes,Ian Edginton;Paco Medina;Adrian Sibar,Human-animal relationships,3.32,1.0,Planet of the Apes Ian Edginton;Paco Medina;Adrian Sibar Human-animal relationships
American Splendor Presents Bob and Harv's Comics,Harvey Pekar;Robert Crumb,Graphic novels,4.02,6520.0,American Splendor Presents Bob and Harv's Comics Harvey Pekar;Robert Crumb Graphic novels
